"name","gender","ID","reg","falculty","department","course","code","photo","date","Action"
"Natalya Mahamud","Male",28602071,"X75/4366/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:228","<button id=""editreg_850"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_850"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Sage Michael","Male",93597938,"X74/7371/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:227","<button id=""editreg_851"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_851"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Dalton Chenangat","Male",64411356,"X74/8996/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:226","<button id=""editreg_852"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_852"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Phoenix Muteti","Male",92154722,"X74/4192/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:225","<button id=""editreg_853"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_853"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Royce Tonui","Male",37045235,"X74/9033/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:224","<button id=""editreg_854"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_854"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Jordan Mbuvi","Male",31322440,"X74/5562/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:223","<button id=""editreg_855"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_855"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Janiah Kemboi","Male",21212490,"X75/1857/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:222","<button id=""editreg_856"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_856"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Raiden Chepkemoi","Female",29064045,"X74/5075/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageg.png","29-06-2023 13:221","<button id=""editreg_857"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_857"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Leandro Sammy","Male",61408740,"X74/6943/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:220","<button id=""editreg_858"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_858"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Kamron Muthama","Male",46591044,"X74/5355/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:22","<button id=""editreg_859"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_859"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Donovan Omar","Male",37159881,"X75/5158/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:219","<button id=""editreg_860"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_860"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Elaine Murungi","Female",39079542,"X74/1617/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageg.png","29-06-2023 13:218","<button id=""editreg_861"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_861"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Nadia Isaac","Male",49728562,"X75/9230/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:217","<button id=""editreg_862"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_862"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Areli Mwongela","Male",53478955,"X74/8310/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:216","<button id=""editreg_863"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_863"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Marley Omwoyo","Male",24698503,"X75/4573/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:215","<button id=""editreg_864"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_864"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Alisha Khamis","Male",18288189,"X75/4681/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:214","<button id=""editreg_865"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_865"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Jaida Waithera","Female",98696921,"X74/6847/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageg.png","29-06-2023 13:213","<button id=""editreg_866"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_866"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Kaylen Charo","Male",41624030,"X75/2705/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:212","<button id=""editreg_867"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_867"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Athena Kipkirui","Female",93272843,"X75/6739/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:211","<button id=""editreg_868"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_868"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Jensen Mogire","Male",39220386,"X74/2752/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:210","<button id=""editreg_869"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_869"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Leslie Kimtai","Male",99613353,"X75/9055/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:21","<button id=""editreg_870"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_870"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Stacy Kanja","Female",17569634,"X74/4702/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageg.png","29-06-2023 13:209","<button id=""editreg_871"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_871"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"River Mogeni","Male",15832200,"X75/6366/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:208","<button id=""editreg_872"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_872"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Arnav Baya","Male",28491406,"X75/6589/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:207","<button id=""editreg_873"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_873"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Ellie Githinji","Male",70597239,"X75/7824/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:206","<button id=""editreg_874"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_874"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Julianna Achieng","Female",21174489,"X75/5522/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:205","<button id=""editreg_875"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_875"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Marco Muraya","Male",39313810,"X75/2447/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:204","<button id=""editreg_876"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_876"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Presley Kiogora","Male",81317811,"X74/6501/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:203","<button id=""editreg_877"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_877"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Marina Rotich","Male",16187978,"X74/7237/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:202","<button id=""editreg_878"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_878"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Arianna Wako","Female",34996737,"X75/4780/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:201","<button id=""editreg_879"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_879"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Kallie Nyanchama","Male",21131044,"X74/6061/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:200","<button id=""editreg_880"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_880"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Malik Ibrahim","Male",79974553,"X74/2105/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:20","<button id=""editreg_881"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_881"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Liliana Cherotich","Male",59265968,"X75/7082/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:199","<button id=""editreg_882"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_882"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Alayna Murimi","Female",81028924,"X75/8030/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:198","<button id=""editreg_883"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_883"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Braxton Wasike","Male",71986180,"X74/2077/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:197","<button id=""editreg_884"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_884"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Armani Mwero","Male",78037800,"X74/6844/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:196","<button id=""editreg_885"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_885"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Eric Sawe","Male",43349908,"X75/2082/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageb.png","29-06-2023 13:195","<button id=""editreg_886"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_886"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"Ashleigh Kioko","Female",17714827,"X75/2590/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics and Statistics","X75","imageg.png","29-06-2023 13:194","<button id=""editreg_887"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_887"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
"David Mwai","Male",23389353,"X74/6663/2022","Falculty of Arts and Social Sciences","Economics and Development Studies","Bachelor of Economics","X74","imageb.png","29-06-2023 13:193","<button id=""editreg_888"" type=""button"" class=""btn btn-default action-button"" style=""color: red;"" onclick=""Shiny.onInputChange( &quot;editreg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-file-pen"" role=""presentation"" aria-label=""file-pen icon""></i>
</button><button id=""deletereg_888"" type=""button"" class=""btn btn-default action-button"" onclick=""Shiny.onInputChange( &quot;deletereg_button&quot; , this.id, {priority: &quot;event&quot;})"">
  <i class=""fas fa-trash"" role=""presentation"" aria-label=""trash icon""></i>
</button>"
